Data,Competição,Hora,Minuto,Times,Ambos Marcam,1x,2x,3x,4x,5x
30/11/2025,Copa do Mundo,9,25,Quito x Santiago,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,9,28,Montevideo x La Plata,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,9,31,Guayaquil x Quito,Sim,Não,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,9,34,Itaquera x Asuncion,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,9,37,La Boca x Rio de Janeiro,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,9,40,Santos x Buenos Aires,Sim,Não,Sim,Não,Não,Não
30/11/2025,Copa do Mundo,9,43,Medellin x Asuncion,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,9,46,Montevideo x Santos,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,9,49,Quito x Lima,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,9,52,Penarol x Asuncion,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,9,55,Avellaneda x Santos,Não,Não,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,9,58,Lima x Bogota,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,10,1,Santos x Santiago,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,10,4,Guayaquil x La Boca,Não,Não,Sim,Sim,Não,Não
30/11/2025,Copa do Mundo,10,7,Rio de Janeiro x Buenos Aires,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,10,10,Belo Horizonte x Sao Paulo,Sim,Não,Não,Sim,Não,Não
30/11/2025,Copa do Mundo,10,13,Montevideo x Guayaquil,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,10,16,Agua Branca x Bogota,Sim,Sim,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,10,19,Belo Horizonte x Porto Alegre,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,10,22,Quito x Sao Paulo,Sim,Sim,Não,Sim,Não,Não
30/11/2025,Copa do Mundo,10,25,Avellaneda x Agua Branca,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Copa do Mundo,10,28,Buenos Aires x Santiago,Sim,Sim,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,10,31,Santos x La Boca,Não,Não,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,10,34,La Plata x Porto Alegre,Sim,Sim,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,10,37,Asuncion x Belo Horizonte,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,10,40,Santiago x La Boca,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,10,43,Penarol x Rio de Janeiro,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,10,46,Asuncion x Sao Paulo,Sim,Sim,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,10,49,Porto Alegre x Itaquera,Não,Não,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,10,52,Sao Paulo x Asuncion,Sim,Sim,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,10,55,Lima x La Boca,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,10,58,Penarol x Avellaneda,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,11,1,Asuncion x Lima,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,11,4,Sao Paulo x Rio de Janeiro,Não,Não,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,11,7,Agua Branca x Asuncion,Não,Não,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,11,10,Rio de Janeiro x Quito,Não,Sim,Não,Não,Não,Não
30/11/2025,Copa do Mundo,11,13,Sao Paulo x Bogota,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,11,16,Medellin x Santiago,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,11,19,Rio de Janeiro x La Boca,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,11,22,Asuncion x Guayaquil,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,11,25,Penarol x Buenos Aires,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Copa do Mundo,11,28,Sao Paulo x Agua Branca,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,11,31,Buenos Aires x Montevideo,Não,Não,Sim,Sim,Não,Não
30/11/2025,Copa do Mundo,11,34,Medellin x La Plata,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,11,37,Agua Branca x Guayaquil,Sim,Não,Não,Sim,Não,Não
30/11/2025,Copa do Mundo,11,40,Quito x Montevideo,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,11,43,Rio de Janeiro x La Plata,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,11,46,Montevideo x Asuncion,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,11,49,Porto Alegre x Lima,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,11,52,Medellin x La Boca,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,11,55,Bogota x Agua Branca,Sim,Não,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,11,58,Medellin x Buenos Aires,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,12,1,Guayaquil x Asuncion,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,12,4,Itaquera x Medellin,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,12,7,Penarol x La Plata,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,12,10,La Boca x Belo Horizonte,Sim,Não,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,12,13,Lima x Guayaquil,Sim,Não,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,12,16,Bogota x Rio de Janeiro,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,12,19,La Boca x Sao Paulo,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,12,22,Buenos Aires x Itaquera,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Copa do Mundo,12,25,Sao Paulo x Belo Horizonte,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,12,28,Alemanha x Gana,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,12,34,Itaquera x Quito,Não,Não,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,12,37,Belo Horizonte x Avellaneda,Não,Não,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,12,40,Buenos Aires x La Boca,Não,Sim,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,12,43,Rio de Janeiro x Santiago,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,12,46,Avellaneda x Asuncion,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,12,49,La Plata x Penarol,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,12,52,Belo Horizonte x Buenos Aires,Sim,Sim,Sim,Não,Não,Não
30/11/2025,Copa do Mundo,12,55,Itaquera x Penarol,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,12,58,Sao Paulo x Montevideo,Sim,Sim,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,13,1,Porto Alegre x Asuncion,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,13,4,Penarol x Quito,Não,Não,Sim,Não,Sim,Não
30/11/2025,Copa do Mundo,13,7,Agua Branca x Santos,Não,Não,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,13,10,Buenos Aires x Medellin,Não,Sim,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,13,13,Santiago x Rio de Janeiro,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,13,16,Lima x Belo Horizonte,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,13,19,Quito x Porto Alegre,Sim,Sim,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,13,22,Sao Paulo x Santiago,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,13,25,La Plata x Rio de Janeiro,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Copa do Mundo,13,28,Santos x Sao Paulo,Não,Sim,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,13,31,Santiago x Medellin,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,13,34,Guayaquil x Avellaneda,Não,Sim,Não,Sim,Não,Não
30/11/2025,Copa do Mundo,13,37,Agua Branca x Belo Horizonte,Sim,Sim,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,13,40,Bogota x Guayaquil,Não,Sim,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,13,43,La Boca x Santos,Sim,Sim,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,13,46,Montevideo x Bogota,Não,Sim,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,13,49,Sao Paulo x Penarol,Sim,Sim,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,13,52,Santiago x Santos,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Copa do Mundo,13,55,Quito x Agua Branca,Não,Não,Sim,Não,Sim,Não
30/11/2025,Copa do Mundo,13,58,La Plata x Buenos Aires,Não,Não,Não,Sim,Não,Sim
30/11/2025,Copa do Mundo,14,1,Montevideo x Quito,Não,Sim,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,14,4,Lima x Rio de Janeiro,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,14,7,Asuncion x Santiago,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,14,10,Bogota x Montevideo,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,14,13,Santos x Asuncion,Sim,Sim,Sim,Não,Não,Não
30/11/2025,Copa do Mundo,14,16,Avellaneda x Santiago,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Copa do Mundo,14,19,Belo Horizonte x Medellin,Não,Não,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,14,22,Avellaneda x Quito,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,14,25,Itaquera x La Plata,Não,Sim,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,14,28,Santos x Avellaneda,Não,Não,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,14,31,Asuncion x Quito,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,14,34,Montevideo x Belo Horizonte,Não,Sim,Sim,Não,Sim,Não
30/11/2025,Copa do Mundo,14,37,Quito x Santos,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,14,40,La Boca x Agua Branca,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,14,43,Guayaquil x Medellin,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,14,46,Sao Paulo x Buenos Aires,Sim,Sim,Sim,Não,Sim,Não
30/11/2025,Copa do Mundo,14,49,Bogota x Lima,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,14,52,Rio de Janeiro x Porto Alegre,Sim,Sim,Não,Sim,Sim,Não
30/11/2025,Copa do Mundo,14,55,Quito x La Plata,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Copa do Mundo,14,58,Porto Alegre x Rio de Janeiro,Sim,Sim,Sim,Sim,Não,Sim
30/11/2025,Copa do Mundo,15,1,La Plata x Medellin,Não,Não,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,15,4,Itaquera x Buenos Aires,Não,Não,Não,Não,Não,Não
30/11/2025,Copa do Mundo,15,7,La Boca x Lima,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,15,10,Santiago x Penarol,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,15,13,Bogota x Santos,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,15,16,Belo Horizonte x Lima,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Copa do Mundo,15,19,Montevideo x Buenos Aires,Não,Não,Não,Não,Sim,Sim
30/11/2025,Copa do Mundo,15,22,Avellaneda x La Boca,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Copa do Mundo,15,25,Medellin x Santos,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Copa do Mundo,15,28,Santiago x La Plata,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,15,31,Agua Branca x Lima,Não,Não,Não,Sim,Não,Não
30/11/2025,Copa do Mundo,15,34,Irã x Dinamarca,Não,Não,Não,Não,Sim,Não
30/11/2025,Copa do Mundo,15,37,Gana x Alemanha,Não,Sim,Não,Não,Não,Sim
30/11/2025,Copa do Mundo,15,40,Equador x Senegal,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Copa do Mundo,15,43,Austrália x Uruguai,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,7,2,Itália x República Tcheca,Não,,,,,
30/11/2025,Euro Cup,7,5,Sérvia x Ucrânia,Não,,,,,
30/11/2025,Euro Cup,7,8,Países Baixos x Albânia,Sim,Não,,,,
30/11/2025,Euro Cup,7,11,Hungria x Áustria,Não,Sim,Sim,,,
30/11/2025,Euro Cup,7,14,Geórgia x Sérvia,Sim,Sim,Não,Não,,
30/11/2025,Euro Cup,7,17,República Tcheca x Alemanha,Não,Sim,Não,Sim,Sim,
30/11/2025,Euro Cup,7,20,Eslovênia x Áustria,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,7,23,Ucrânia x Eslováquia,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Euro Cup,7,26,Croácia x Escócia,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,7,29,Polônia x Sérvia,Não,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,7,32,Albânia x Portugal,Não,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,7,35,República Tcheca x Países Baixos,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,7,38,Itália x Alemanha,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,7,41,Eslováquia x Inglaterra,Não,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,7,44,Suíça x Áustria,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,7,47,Portugal x Países Baixos,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,7,50,Hungria x Geórgia,Não,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,7,53,Eslovênia x Croácia,Não,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,7,56,Eslováquia x Escócia,Não,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,7,59,Hungria x Romênia,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,8,2,Dinamarca x Croácia,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,8,5,República Tcheca x Suíça,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,8,8,Croácia x Áustria,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,8,11,Eslovênia x República Tcheca,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Euro Cup,8,14,Hungria x Portugal,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,8,17,Geórgia x Escócia,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,8,20,Romênia x Suíça,Sim,Não,Não,Não,Não,Sim
30/11/2025,Euro Cup,8,23,Geórgia x Dinamarca,Sim,Não,Não,Não,Não,Não
30/11/2025,Euro Cup,8,26,Itália x Croácia,Sim,Sim,Não,Não,Não,Não
30/11/2025,Euro Cup,8,29,Albânia x Inglaterra,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,8,32,Portugal x Ucrânia,Não,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,8,35,Bélgica x República Tcheca,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,8,38,Áustria x Eslováquia,Não,Sim,Sim,Não,Não,Não
30/11/2025,Euro Cup,8,41,Croácia x Alemanha,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Euro Cup,8,44,França x Eslovênia,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,8,47,Romênia x Turquia,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,8,50,França x Portugal,Não,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,8,53,Sérvia x Espanha,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,8,56,Suíça x Escócia,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,8,59,Países Baixos x Bélgica,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Euro Cup,9,2,Áustria x Portugal,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Euro Cup,9,5,Alemanha x Bélgica,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,9,8,Hungria x Espanha,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Euro Cup,9,11,Albânia x Turquia,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,9,14,Itália x Polônia,Não,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,9,17,Alemanha x Portugal,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,9,20,Ucrânia x Suíça,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,9,23,Croácia x Bélgica,Não,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,9,26,Inglaterra x França,Não,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,9,29,Eslovênia x Ucrânia,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,9,32,Portugal x Bélgica,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,9,35,Inglaterra x Escócia,Não,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,9,38,Bélgica x França,Não,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,9,41,Croácia x Países Baixos,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,9,44,Sérvia x Itália,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,9,47,Hungria x Dinamarca,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Euro Cup,9,50,Suíça x Inglaterra,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,9,53,Geórgia x Espanha,Sim,Sim,Não,Sim,Não,Não
30/11/2025,Euro Cup,9,56,Bélgica x Polônia,Não,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,9,59,Turquia x Alemanha,Não,Não,Não,Não,Sim,Não
30/11/2025,Euro Cup,10,2,Escócia x Croácia,Não,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,10,5,Inglaterra x Suíça,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,10,8,Eslováquia x Países Baixos,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,10,11,Hungria x Croácia,Sim,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,10,14,Escócia x Sérvia,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,10,17,Ucrânia x Países Baixos,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,10,20,Portugal x Suíça,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,10,23,Países Baixos x Romênia,Não,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,10,26,Áustria x França,Não,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,10,29,Hungria x Itália,Não,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,10,32,Áustria x Ucrânia,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,10,35,Sérvia x Dinamarca,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,10,38,Geórgia x Portugal,Sim,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,10,41,Espanha x Áustria,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,10,44,França x Dinamarca,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,10,47,Turquia x Romênia,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,10,50,Bélgica x Croácia,Não,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,10,53,Suíça x República Tcheca,Não,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,10,56,Romênia x Áustria,Não,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,10,59,Ucrânia x Alemanha,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,11,2,Eslováquia x França,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,11,5,Inglaterra x Espanha,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,11,8,Turquia x Hungria,Sim,Não,Não,Não,Não,Não
30/11/2025,Euro Cup,11,11,Alemanha x Inglaterra,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Euro Cup,11,14,República Tcheca x Escócia,Sim,Sim,Não,Não,Não,Não
30/11/2025,Euro Cup,11,17,Áustria x Romênia,Sim,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,11,20,Países Baixos x Sérvia,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,11,23,Eslovênia x Portugal,Não,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,11,26,Ucrânia x Bélgica,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,11,29,Alemanha x Eslováquia,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,11,32,Sérvia x Suíça,Não,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,11,35,Croácia x Turquia,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,11,38,Bélgica x Sérvia,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,11,41,Croácia x Espanha,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,11,44,Escócia x Eslováquia,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Euro Cup,11,47,Bélgica x Dinamarca,Sim,Sim,Não,Sim,Não,Não
